age,education,marital,country
25, HS-grad, Never-married, United-States
38, Some-college, Married-civ-spouse, United-States
30, Some-college, Divorced, United-States
49, Some-college, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
27, Some-college, Married-civ-spouse, United-States
64, Some-college, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
37, Bachelors, Married-civ-spouse, United-States
51, 5th-6th, Separated, Mexico
35, Some-college, Divorced, United-States
61, 1st-4th, Married-civ-spouse, Mexico
52, 7th-8th, Divorced, United-States
40, Assoc-acdm, Married-civ-spouse, United-States
20, HS-grad, Never-married, United-States
52, Masters, Married-civ-spouse, United-States
50, Some-college, Married-civ-spouse, United-States
49, Bachelors, Divorced, United-States
36, Bachelors, Never-married, United-States
33, Masters, Never-married, United-States
40, HS-grad, Married-civ-spouse, United-States
45, Bachelors, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
47, Masters, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
19, Some-college, Never-married, United-States
40, HS-grad, Divorced, United-States
40, Some-college, Never-married, United-States
54, HS-grad, Married-civ-spouse, United-States
43, Prof-school, Married-civ-spouse, United-States
63, Bachelors, Married-civ-spouse, Cuba
18, 11th, Never-married, United-States
19, 1st-4th, Never-married, Mexico
49, HS-grad, Married-civ-spouse, United-States
27, Masters, Married-civ-spouse, United-States
49, Masters, Divorced, United-States
60, HS-grad, Married-civ-spouse, United-States
71, HS-grad, Married-civ-spouse, United-States
34, HS-grad, Married-civ-spouse, United-States
29, Bachelors, Married-civ-spouse, United-States
30, Some-college, Married-civ-spouse, United-States
46, HS-grad, Never-married, United-States
32, Assoc-voc, Married-civ-spouse, United-States
25, HS-grad, Never-married, United-States
25, Masters, Never-married,
22, Some-college, Married-AF-spouse, United-States
32, Some-college, Married-civ-spouse, United-States
40, Doctorate, Married-civ-spouse, United-States
51, Masters, Never-married, United-States
20, HS-grad, Never-married, United-States
34, HS-grad, Divorced, United-States
40, Some-college, Never-married, United-States
34, Assoc-voc, Never-married, United-States
19, 10th, Never-married, United-States
53, 10th, Married-civ-spouse, United-States
42, Some-college, Married-civ-spouse, United-States
38, Masters, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
64, Prof-school, Married-civ-spouse, United-States
30, Some-college, Never-married, United-States
20, 11th, Married-civ-spouse, Mexico
19, HS-grad, Never-married, United-States
20, HS-grad, Never-married, United-States
35, Bachelors, Married-civ-spouse, United-States
33, HS-grad, Married-civ-spouse, United-States
43, Some-college, Married-civ-spouse, United-States
38, Some-college, Divorced, United-States
50, Some-college, Married-civ-spouse, United-States
23, HS-grad, Divorced, United-States
30, Some-college, Never-married, United-States
33, Bachelors, Separated, United-States
48, HS-grad, Divorced, United-States
43, Bachelors, Divorced, Outlying-US(Guam-USVI-etc)
33, Some-college, Never-married, Philippines
50, Masters, Married-civ-spouse, United-States
23, Some-college, Married-civ-spouse, United-States
36, Some-college, Divorced, United-States
50, HS-grad, Divorced, United-States
26, HS-grad, Married-civ-spouse, United-States
55, Masters, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
43, HS-grad, Married-civ-spouse, United-States
38, Some-college, Married-civ-spouse, United-States
42, 7th-8th, Married-civ-spouse, Mexico
47, Doctorate, Married-civ-spouse, United-States
44, Bachelors, Married-civ-spouse, United-States
28, HS-grad, Married-civ-spouse, United-States
51, Some-college, Widowed, United-States
51, HS-grad, Married-civ-spouse, United-States
49, Bachelors, Married-civ-spouse, United-States
62, Doctorate, Married-civ-spouse, United-States
31, Some-college, Never-married, United-States
29, 11th, Married-civ-spouse, Philippines
23, Some-college, Never-married, United-States
40, Some-college, Divorced, United-States
66, 7th-8th, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
37, Some-college, Married-civ-spouse, United-States
69, Prof-school, Married-civ-spouse, United-States
23, Bachelors, Never-married, United-States
38, HS-grad, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
38, Some-college, Divorced, United-States
38, 9th, Married-civ-spouse, Mexico
37, Bachelors, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
23, 9th, Never-married, United-States
17, 10th, Never-married, United-States
48, Bachelors, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
55, Masters, Married-civ-spouse, United-States
35, Some-college, Married-civ-spouse, United-States
68, Some-college, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, United-States
53, Bachelors, Married-civ-spouse, United-States
43, HS-grad, Married-civ-spouse, United-States
36, Masters, Never-married, United-States
24, HS-grad, Separated, United-States
45, Some-college, Married-civ-spouse, United-States
34, Some-college, Married-civ-spouse, United-States
56, HS-grad, Never-married, United-States
36, HS-grad, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
19, 9th, Never-married, El-Salvador
33, HS-grad, Never-married, United-States
48, HS-grad, Never-married, Columbia
20, Some-college, Never-married, United-States
64, Assoc-acdm, Married-civ-spouse, United-States
47, 11th, Married-civ-spouse, Dominican-Republic
20, Some-college, Never-married, United-States
44, Bachelors, Divorced, United-States
45, Bachelors, Married-civ-spouse, United-States
45, HS-grad, Married-civ-spouse, United-States
45, Masters, Married-civ-spouse, United-States
27, Bachelors, Never-married, United-States
41, HS-grad, Married-civ-spouse, United-States
20, HS-grad, Never-married, United-States
54, Bachelors, Married-civ-spouse,
17, 10th, Never-married, United-States
50, HS-grad, Married-civ-spouse, United-States
31, Masters, Never-married, United-States
49, HS-grad, Never-married, United-States
44, Masters, Married-civ-spouse, United-States
49, HS-grad, Divorced, United-States
28, Bachelors, Never-married, United-States
43, Some-college, Married-civ-spouse, United-States
33, Assoc-acdm, Divorced, United-States
35, Some-college, Divorced, United-States
17, 11th, Never-married, United-States
25, HS-grad, Married-civ-spouse, United-States
41, HS-grad, Divorced, United-States
30, Masters, Never-married, Nicaragua
48, Assoc-voc, Married-civ-spouse, Philippines
61, Some-college, Married-civ-spouse, United-States
41, HS-grad, Separated, United-States
36, HS-grad, Never-married, United-States
24, Some-college, Never-married, United-States
27, HS-grad, Never-married, United-States
18, 11th, Never-married, United-States
20, Some-college, Never-married, United-States
18, Some-college, Never-married, United-States
23, HS-grad, Married-civ-spouse, United-States
43, Masters, Married-civ-spouse, United-States
38, Some-college, Married-civ-spouse, Trinadad&Tobago
36, Some-college, Divorced, United-States
28, Bachelors, Never-married, United-States
47, Some-college, Married-civ-spouse,
51, Doctorate, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
47, Some-college, Married-civ-spouse, United-States
26, 11th, Divorced, United-States
31, Some-college, Divorced, United-States
46, Some-college, Divorced, Trinadad&Tobago
49, Some-college, Never-married, United-States
19, HS-grad, Never-married, United-States
45, Some-college, Married-civ-spouse, United-States
46, Bachelors, Married-civ-spouse, United-States
70, Some-college, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
46, Assoc-voc, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
17, 11th, Never-married, United-States
43, Some-college, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
51, HS-grad, Widowed, United-States
40, Bachelors, Married-civ-spouse, United-States
24, Some-college, Never-married, Canada
31, Assoc-acdm, Married-civ-spouse, United-States
59, Assoc-voc, Married-civ-spouse, United-States
27, HS-grad, Never-married, United-States
40, Bachelors, Married-civ-spouse, United-States
30, HS-grad, Married-civ-spouse, United-States
28, Assoc-acdm, Never-married, United-States
25, HS-grad, Never-married, United-States
22, Bachelors, Never-married, United-States
21, Some-college, Never-married, United-States
67, Some-college, Married-civ-spouse, United-States
35, Bachelors, Never-married, United-States
54, HS-grad, Married-civ-spouse, United-States
36, HS-grad, Married-civ-spouse, United-States
29, Bachelors, Married-civ-spouse, United-States
32, HS-grad, Never-married, United-States
55, HS-grad, Divorced, United-States
56, Masters, Divorced, United-States
19, Some-college, Never-married, United-States
36, HS-grad, Never-married, United-States
58, HS-grad, Widowed, United-States
35, HS-grad, Divorced, United-States
44, 10th, Separated, United-States
40, HS-grad, Married-civ-spouse, United-States
18, HS-grad, Never-married, United-States
71, HS-grad, Married-civ-spouse, United-States
51, HS-grad, Married-civ-spouse, United-States
27, HS-grad, Never-married, United-States
20, 12th, Never-married, United-States
33, 11th, Never-married, United-States
34, Assoc-voc, Divorced, United-States
28, Assoc-voc, Married-civ-spouse, United-States
23, Some-college, Never-married, Greece
36, Some-college, Married-civ-spouse, El-Salvador
42, Prof-school, Divorced, United-States
31, Bachelors, Never-married, United-States
19, HS-grad, Never-married, United-States
38, Masters, Divorced, Jamaica
22, HS-grad, Never-married, United-States
36, Assoc-voc, Divorced, United-States
36, Masters, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
30, Some-college, Never-married, United-States
35, 9th, Married-civ-spouse, United-States
32, Masters, Never-married, United-States
42, Bachelors, Married-civ-spouse, United-States
54, Some-college, Never-married, United-States
36, Bachelors, Married-civ-spouse, United-States
58, 10th, Never-married, United-States
39, Assoc-voc, Married-civ-spouse, United-States
62, HS-grad, Widowed, United-States
51, HS-grad, Divorced, United-States
52, Some-college, Divorced, United-States
25, HS-grad, Never-married, United-States
26, Bachelors, Never-married, United-States
26, 10th, Married-civ-spouse, United-States
59, Bachelors, Never-married, Outlying-US(Guam-USVI-etc)
21, HS-grad, Never-married, United-States
45, Masters, Married-civ-spouse, United-States
26, HS-grad, Married-civ-spouse, United-States
68, 10th, Widowed, United-States
60, HS-grad, Married-civ-spouse, United-States
65, HS-grad, Married-civ-spouse, United-States
41, Masters, Divorced, United-States
34, HS-grad, Married-civ-spouse, United-States
28, HS-grad, Married-civ-spouse, United-States
40, Assoc-voc, Never-married, United-States
57, Masters, Married-civ-spouse, United-States
37, 11th, Married-civ-spouse, United-States
34, 10th, Divorced, United-States
21, 11th, Married-civ-spouse, United-States
57, Bachelors, Married-civ-spouse, United-States
55, Bachelors, Married-civ-spouse, United-States
51, HS-grad, Never-married,
56, Bachelors, Married-civ-spouse, United-States
32, Some-college, Never-married, United-States
18, Some-college, Never-married, United-States
48, Assoc-voc, Married-spouse-absent, United-States
46, Bachelors, Married-civ-spouse,
41, Prof-school, Married-civ-spouse, India
33, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Never-married, United-States
47, 5th-6th, Married-spouse-absent, Mexico
46, HS-grad, Married-civ-spouse, United-States
40, HS-grad, Divorced, United-States
42, HS-grad, Married-civ-spouse, Mexico
31, Bachelors, Married-civ-spouse, United-States
51, 11th, Married-civ-spouse, United-States
44, Some-college, Divorced, United-States
37, HS-grad, Separated, United-States
25, 11th, Never-married, United-States
63, 7th-8th, Married-civ-spouse, United-States
52, HS-grad, Divorced, United-States
42, Some-college, Divorced, United-States
28, HS-grad, Never-married, United-States
30, Masters, Never-married, United-States
34, Bachelors, Married-civ-spouse, United-States
37, Assoc-acdm, Married-civ-spouse, United-States
31, HS-grad, Married-civ-spouse, United-States
35, Some-college, Divorced, United-States
25, Some-college, Never-married, United-States
38, HS-grad, Divorced, United-States
43, HS-grad, Never-married, United-States
22, Some-college, Never-married, Vietnam
18, 11th, Never-married, United-States
26, HS-grad, Never-married, United-States
36, HS-grad, Married-civ-spouse, United-States
43, HS-grad, Divorced, United-States
21, Some-college, Never-married, United-States
62, Some-college, Widowed, United-States
26, HS-grad, Married-civ-spouse, United-States
54, Bachelors, Married-civ-spouse, United-States
18, 11th, Never-married, United-States
65, HS-grad, Married-civ-spouse, United-States
41, HS-grad, Never-married, United-States
31, 9th, Never-married, United-States
56, 9th, Divorced, United-States
50, Bachelors, Married-civ-spouse, United-States
22, Bachelors, Never-married, United-States
36, Some-college, Married-civ-spouse, United-States
48, Doctorate, Married-civ-spouse, India
30, HS-grad, Married-civ-spouse, United-States
35, Some-college, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
56, Masters, Married-civ-spouse, United-States
29, HS-grad, Never-married, United-States
41, Assoc-acdm, Divorced, United-States
38, HS-grad, Never-married, United-States
34, 9th, Separated, Dominican-Republic
54, 12th, Never-married, United-States
36, Assoc-voc, Divorced, United-States
42, Assoc-voc, Divorced, United-States
33, HS-grad, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
69, 10th, Married-civ-spouse, United-States
32, Assoc-acdm, Never-married, Trinadad&Tobago
50, HS-grad, Married-civ-spouse, United-States
40, 12th, Married-civ-spouse,
45, HS-grad, Divorced, United-States
31, HS-grad, Married-civ-spouse, United-States
24, Bachelors, Married-civ-spouse, United-States
28, Bachelors, Never-married, United-States
21, Assoc-acdm, Never-married, United-States
43, Assoc-voc, Divorced, United-States
22, HS-grad, Never-married, United-States
62, HS-grad, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
37, Some-college, Married-civ-spouse, United-States
34, Some-college, Divorced, United-States
74, Bachelors, Married-civ-spouse, United-States
43, Some-college, Divorced, United-States
25, Some-college, Never-married, United-States
43, 11th, Married-civ-spouse, United-States
23, 11th, Married-civ-spouse, United-States
33, HS-grad, Separated, United-States
51, Bachelors, Married-civ-spouse, United-States
64, Bachelors, Never-married, Peru
35, Some-college, Never-married, United-States
69, 10th, Married-spouse-absent, United-States
32, Bachelors, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
66, HS-grad, Married-civ-spouse, United-States
31, Some-college, Never-married, Italy
22, Some-college, Never-married, United-States
32, Prof-school, Never-married, United-States
23, Assoc-acdm, Never-married, United-States
21, Some-college, Never-married, United-States
36, HS-grad, Married-civ-spouse, Taiwan
62, 7th-8th, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
45, Some-college, Married-civ-spouse, United-States
27, 11th, Married-civ-spouse, United-States
38, Prof-school, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
30, Some-college, Married-civ-spouse, United-States
17, 10th, Never-married, United-States
17, 11th, Never-married, United-States
21, Assoc-voc, Married-civ-spouse, United-States
56, HS-grad, Married-civ-spouse, United-States
59, Masters, Widowed, United-States
37, Some-college, Divorced, United-States
52, Some-college, Divorced, United-States
50, Some-college, Married-civ-spouse, United-States
55, Bachelors, Married-civ-spouse, United-States
55, Bachelors, Married-civ-spouse, United-States
45, HS-grad, Divorced, United-States
72, Some-college, Married-civ-spouse, United-States
39, Some-college, Divorced, United-States
28, 12th, Divorced, United-States
38, Bachelors, Divorced, United-States
44, Some-college, Separated, United-States
51, HS-grad, Never-married, United-States
20, Some-college, Never-married, United-States
25, Some-college, Never-married, United-States
52, Some-college, Divorced, United-States
45, HS-grad, Widowed, United-States
17, 11th, Never-married, United-States
20, HS-grad, Never-married,
64, Masters, Married-civ-spouse, United-States
34, HS-grad, Married-civ-spouse, United-States
74, Some-college, Married-civ-spouse, United-States
58, 11th, Divorced, United-States
44, Masters, Married-civ-spouse, United-States
23, Assoc-acdm, Never-married, United-States
23, HS-grad, Never-married, United-States
27, Assoc-voc, Never-married, United-States
34, Bachelors, Married-civ-spouse, United-States
18, HS-grad, Never-married, United-States
33, 11th, Never-married, United-States
50, Some-college, Married-civ-spouse, United-States
47, HS-grad, Divorced, United-States
50, Prof-school, Married-civ-spouse, United-States
18, 11th, Never-married, United-States
49, Prof-school, Married-civ-spouse, United-States
34, Some-college, Married-civ-spouse, United-States
51, Masters, Married-civ-spouse, United-States
56, Some-college, Married-civ-spouse, United-States
64, HS-grad, Widowed, United-States
23, Some-college, Never-married, United-States
33, Some-college, Married-civ-spouse, United-States
43, Masters, Married-civ-spouse, United-States
60, HS-grad, Divorced, United-States
57, 12th, Divorced, United-States
22, Bachelors, Never-married, United-States
23, Bachelors, Never-married, United-States
54, Some-college, Married-civ-spouse, United-States
39, HS-grad, Married-civ-spouse, United-States
32, Masters, Never-married, United-States
20, Some-college, Never-married, United-States
30, Some-college, Never-married, United-States
56, HS-grad, Married-civ-spouse, United-States
34, HS-grad, Married-civ-spouse, United-States
32, HS-grad, Never-married, United-States
59, Masters, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
60, 9th, Widowed, United-States
29, HS-grad, Married-civ-spouse, United-States
24, Some-college, Married-civ-spouse, United-States
41, Masters, Divorced, United-States
23, 7th-8th, Married-civ-spouse, El-Salvador
32, HS-grad, Married-civ-spouse, United-States
51, HS-grad, Never-married,
18, HS-grad, Never-married, United-States
28, Some-college, Never-married,
33, Some-college, Married-civ-spouse, United-States
38, HS-grad, Separated, United-States
29, Bachelors, Never-married, England
25, HS-grad, Married-civ-spouse, United-States
31, Prof-school, Never-married, United-States
34, Bachelors, Married-spouse-absent, United-States
34, HS-grad, Married-civ-spouse, United-States
66, HS-grad, Married-civ-spouse, United-States
41, 5th-6th, Married-civ-spouse, Guatemala
62, 7th-8th, Married-civ-spouse, United-States
58, HS-grad, Married-civ-spouse, United-States
40, HS-grad, Separated, Canada
24, Bachelors, Never-married, Philippines
47, HS-grad, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
32, Some-college, Married-civ-spouse, United-States
51, Some-college, Divorced, United-States
25, 9th, Married-civ-spouse, United-States
60, Masters, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
29, Bachelors, Married-civ-spouse, United-States
20, HS-grad, Married-civ-spouse, United-States
42, 7th-8th, Divorced, Puerto-Rico
18, HS-grad, Never-married, United-States
23, 10th, Married-civ-spouse, Vietnam
28, Bachelors, Married-civ-spouse,
55, Bachelors, Divorced, United-States
40, HS-grad, Divorced, United-States
52, Some-college, Divorced, United-States
37, HS-grad, Divorced, United-States
21, Some-college, Never-married, United-States
35, Assoc-voc, Never-married, United-States
45, Some-college, Divorced, United-States
39, HS-grad, Divorced, United-States
54, HS-grad, Married-civ-spouse, United-States
42, 7th-8th, Divorced, United-States
26, Some-college, Married-civ-spouse, United-States
59, Assoc-acdm, Married-civ-spouse, United-States
42, HS-grad, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
33, Bachelors, Never-married, United-States
39, Some-college, Married-civ-spouse, United-States
18, 11th, Never-married, United-States
46, Some-college, Married-civ-spouse, United-States
24, Bachelors, Never-married, United-States
28, Assoc-voc, Married-civ-spouse, Ecuador
21, HS-grad, Never-married, United-States
22, 11th, Never-married, United-States
61, 5th-6th, Married-civ-spouse, Philippines
56, Some-college, Married-civ-spouse, Laos
21, Some-college, Never-married, United-States
17, 10th, Never-married, United-States
29, Some-college, Married-civ-spouse,
28, HS-grad, Married-civ-spouse, United-States
62, HS-grad, Widowed, United-States
39, HS-grad, Separated, United-States
30, HS-grad, Never-married, United-States
20, 11th, Never-married, El-Salvador
18, 11th, Never-married, United-States
54, HS-grad, Never-married, United-States
49, Some-college, Married-civ-spouse, United-States
33, Doctorate, Married-civ-spouse, Hong
50, Bachelors, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
50, HS-grad, Divorced, United-States
45, Bachelors, Married-civ-spouse, United-States
41, Some-college, Married-civ-spouse, United-States
23, HS-grad, Married-civ-spouse, United-States
23, Bachelors, Never-married, United-States
47, HS-grad, Married-civ-spouse, Hungary
39, Bachelors, Married-civ-spouse, South
29, Assoc-voc, Married-civ-spouse, United-States
46, HS-grad, Married-civ-spouse, United-States
18, 5th-6th, Never-married, United-States
68, 7th-8th, Married-civ-spouse, United-States
62, Assoc-voc, Married-civ-spouse, United-States
43, Assoc-acdm, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
21, Some-college, Never-married, United-States
41, Assoc-voc, Divorced, United-States
61, HS-grad, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
21, HS-grad, Never-married, United-States
36, 5th-6th, Married-civ-spouse, Mexico
37, Assoc-voc, Never-married, United-States
69, 12th, Married-civ-spouse, United-States
49, Some-college, Divorced, United-States
55, HS-grad, Married-civ-spouse, United-States
21, HS-grad, Married-civ-spouse, United-States
18, 10th, Never-married, United-States
26, HS-grad, Married-civ-spouse, United-States
20, Some-college, Never-married,
46, HS-grad, Married-civ-spouse, United-States
23, 10th, Never-married, United-States
48, HS-grad, Married-civ-spouse, United-States
36, HS-grad, Married-civ-spouse, United-States
42, Masters, Divorced, United-States
41, Masters, Married-civ-spouse, United-States
45, Assoc-acdm, Widowed, Cuba
52, HS-grad, Divorced, United-States
22, Bachelors, Never-married, United-States
20, Some-college, Never-married, United-States
27, HS-grad, Separated, United-States
36, HS-grad, Divorced, United-States
34, HS-grad, Married-civ-spouse, United-States
38, Masters, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
47, HS-grad, Divorced, United-States
21, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Never-married, United-States
31, Assoc-acdm, Never-married, United-States
61, 12th, Married-civ-spouse, Mexico
46, 10th, Married-civ-spouse, United-States
55, Masters, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
39, HS-grad, Married-civ-spouse, United-States
61, HS-grad, Married-civ-spouse, United-States
28, Some-college, Married-civ-spouse, United-States
28, 10th, Married-civ-spouse, United-States
61, HS-grad, Married-civ-spouse, United-States
61, HS-grad, Married-civ-spouse, United-States
54, Some-college, Married-civ-spouse, United-States
50, Some-college, Married-civ-spouse, Germany
37, Masters, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
56, HS-grad, Married-civ-spouse, United-States
31, Bachelors, Divorced, United-States
32, Bachelors, Married-civ-spouse, United-States
28, 11th, Divorced, United-States
34, Assoc-voc, Married-civ-spouse, United-States
33, 10th, Never-married, United-States
42, Assoc-voc, Divorced, United-States
64, Assoc-voc, Married-civ-spouse, United-States
29, Some-college, Married-civ-spouse, United-States
41, 5th-6th, Married-civ-spouse, Mexico
45, Some-college, Married-civ-spouse, United-States
48, Masters, Married-civ-spouse, United-States
44, Some-college, Separated, United-States
34, Some-college, Never-married, United-States
40, HS-grad, Never-married, United-States
45, HS-grad, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
51, Bachelors, Married-civ-spouse, United-States
24, HS-grad, Married-civ-spouse, United-States
57, Bachelors, Widowed, United-States
23, Some-college, Never-married, United-States
34, Some-college, Married-civ-spouse, United-States
36, HS-grad, Divorced, United-States
56, Prof-school, Married-civ-spouse, United-States
42, HS-grad, Divorced, United-States
45, Bachelors, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
29, Assoc-voc, Married-civ-spouse, United-States
54, Bachelors, Divorced, United-States
40, HS-grad, Married-civ-spouse, United-States
29, HS-grad, Married-civ-spouse, United-States
35, Bachelors, Never-married, United-States
47, HS-grad, Separated, United-States
51, Assoc-voc, Never-married, United-States
28, HS-grad, Never-married, Mexico
58, HS-grad, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
46, HS-grad, Divorced, United-States
57, 10th, Married-civ-spouse, United-States
22, HS-grad, Never-married, United-States
28, Bachelors, Never-married, Jamaica
17, 10th, Never-married, United-States
23, HS-grad, Never-married, United-States
19, HS-grad, Never-married, United-States
66, HS-grad, Widowed, United-States
38, Some-college, Married-civ-spouse, United-States
39, Some-college, Divorced, United-States
39, 12th, Married-civ-spouse, United-States
47, HS-grad, Married-civ-spouse, United-States
39, HS-grad, Divorced, United-States
22, Some-college, Never-married, United-States
36, HS-grad, Never-married, United-States
32, Some-college, Married-civ-spouse, Philippines
29, HS-grad, Never-married, United-States
43, Bachelors, Never-married, United-States
51, HS-grad, Married-civ-spouse, United-States
42, 5th-6th, Married-civ-spouse, United-States
32, 12th, Never-married, United-States
34, Some-college, Never-married, United-States
51, Assoc-voc, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
33, Bachelors, Never-married, United-States
34, HS-grad, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
38, Assoc-voc, Never-married, United-States
27, HS-grad, Married-civ-spouse, United-States
35, Some-college, Married-civ-spouse, United-States
29, Bachelors, Never-married, United-States
40, HS-grad, Married-civ-spouse, United-States
46, 7th-8th, Married-civ-spouse, United-States
37, HS-grad, Never-married, United-States
38, HS-grad, Married-civ-spouse, United-States
37, Some-college, Married-civ-spouse, Cuba
44, Bachelors, Married-civ-spouse, United-States
25, Masters, Never-married, United-States
38, HS-grad, Never-married, United-States
34, Assoc-acdm, Divorced, United-States
50, HS-grad, Married-civ-spouse, United-States
46, Some-college, Married-civ-spouse, United-States
20, 5th-6th, Never-married, Guatemala
47, Assoc-voc, Married-civ-spouse, United-States
46, Doctorate, Married-civ-spouse, United-States
34, Assoc-acdm, Divorced, United-States
61, HS-grad, Married-civ-spouse, United-States
55, Some-college, Divorced, United-States
36, HS-grad, Never-married, United-States
28, Some-college, Never-married, United-States
22, HS-grad, Never-married, United-States
34, Some-college, Never-married, United-States
33, Some-college, Never-married, United-States
27, HS-grad, Never-married, United-States
43, Masters, Married-civ-spouse, United-States
55, 10th, Married-civ-spouse, United-States
39, 10th, Married-spouse-absent, United-States
20, Some-college, Never-married, El-Salvador
38, HS-grad, Never-married, United-States
30, Some-college, Never-married, United-States
21, 11th, Never-married, El-Salvador
60, HS-grad, Married-civ-spouse, United-States
43, Some-college, Never-married, United-States
36, HS-grad, Married-civ-spouse, United-States
23, Some-college, Never-married, El-Salvador
57, Some-college, Married-civ-spouse, United-States
25, HS-grad, Never-married, United-States
38, HS-grad, Divorced, United-States
22, HS-grad, Married-civ-spouse, United-States
23, 5th-6th, Never-married, Mexico
61, HS-grad, Never-married, United-States
28, Some-college, Divorced, United-States
17, 11th, Never-married, United-States
21, Some-college, Never-married, United-States
49, Masters, Married-civ-spouse, United-States
37, 12th, Divorced, United-States
23, Some-college, Never-married, Dominican-Republic
38, Some-college, Married-civ-spouse, United-States
34, Bachelors, Married-civ-spouse, United-States
21, HS-grad, Never-married, Peru
27, Some-college, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
22, HS-grad, Never-married, United-States
20, Some-college, Never-married, United-States
49, Some-college, Married-civ-spouse, United-States
38, HS-grad, Married-civ-spouse, United-States
40, Bachelors, Married-civ-spouse, United-States
44, HS-grad, Married-civ-spouse, Haiti
37, Some-college, Married-civ-spouse, United-States
57, Masters, Divorced, United-States
56, 7th-8th, Never-married, United-States
41, Assoc-acdm, Divorced, United-States
50, HS-grad, Married-civ-spouse, South
33, 9th, Never-married, United-States
29, Masters, Married-civ-spouse, United-States
28, Bachelors, Married-civ-spouse, United-States
35, 10th, Married-civ-spouse, United-States
36, HS-grad, Divorced, United-States
45, Doctorate, Divorced, United-States
30, Assoc-acdm, Never-married, United-States
35, HS-grad, Married-civ-spouse, United-States
27, Assoc-voc, Married-civ-spouse, United-States
22, HS-grad, Never-married, Yugoslavia
24, Some-college, Never-married, United-States
47, Bachelors, Married-civ-spouse, United-States
47, Some-college, Married-civ-spouse, United-States
18, 11th, Never-married, United-States
18, Some-college, Never-married, United-States
31, HS-grad, Divorced, United-States
43, Masters, Divorced, United-States
45, HS-grad, Married-civ-spouse, United-States
39, HS-grad, Married-civ-spouse, United-States
30, Bachelors, Never-married, United-States
22, Some-college, Never-married, United-States
30, HS-grad, Married-civ-spouse, United-States
36, Doctorate, Married-civ-spouse, United-States
20, Assoc-acdm, Never-married, United-States
61, 1st-4th, Married-civ-spouse, Mexico
27, HS-grad, Married-civ-spouse, United-States
59, Some-college, Married-civ-spouse, United-States
60, HS-grad, Married-civ-spouse, United-States
43, Bachelors, Divorced, United-States
35, HS-grad, Divorced, United-States
40, Bachelors, Married-civ-spouse, United-States
20, 11th, Married-civ-spouse, United-States
47, Masters, Married-civ-spouse, United-States
40, Assoc-acdm, Divorced, United-States
20, HS-grad, Never-married, United-States
75, Some-college, Married-civ-spouse, United-States
25, Some-college, Never-married, United-States
47, Assoc-voc, Married-civ-spouse, United-States
29, Assoc-acdm, Widowed, United-States
34, HS-grad, Married-civ-spouse, United-States
45, Bachelors, Separated, United-States
